,0,1,2,3,4
83,Dumbbell Bicep Curl,Biceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-2d-dumbbell-biceps-curl-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-2d-dumbbell-biceps-curl-m2-16x9.jpg,"Stand up straight with a dumbbell in each hand at arm's length. Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. This will be your starting position. Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps. Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a brief pause as you squeeze your biceps. Then, inhale and slowly begin to lower the dumbbells back to the starting position. Repeat for the recommended amount of repetitions."
84,Dumbbell Goblet Squat,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-87d-dumbbell-goblet-squat-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-87d-dumbbell-goblet-squat-m2-16x9.jpg,"From a standing position cradle the head of a dumbbell close to your chest with both hands. You should be looking straight forward, with your shoulders back, your spine straight, and your feet just outside of shoulder width. This will be your starting position. Initiate the movement by descending into a squat, flexing the hips and knees to lower your body. Maintain the angle of your torso, paying close attention to the preservation of your spine. As you descend, push your knees outward and keep your weight on your heels. Descend until you either reach the full squat position with your hamstrings on your calves or until your back starts to round. At the bottom of the motion pause briefly. Return to the starting position by driving through your heels, extending the knees and hips to return to the starting position. Repeat the movement for the desired number of repetitions."
85,Dumbbell squat,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-120d-dumbbell-squat-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-120d-dumbbell-squat-m2-16x9.jpg,"Stand up straight while holding a dumbbell on each hand (palms facing the side of your legs). Position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position. Note: For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances discussed in the foot stances section. Begin to slowly lower your torso by bending the knees as you maintain a straight posture with the head up. Continue down until your thighs are parallel to the floor. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly. Begin to raise your torso as you exhale by pushing the floor with the heel of your foot mainly as you straighten the legs again and go back to the starting position. Repeat for the recommended amount of repetitions."
86,Barbell front squat,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-51b-barbell-front-squat-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-51b-barbell-front-squat-m2-16x9.jpg,"This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack that best matches your height. Once the correct height is chosen and the bar is loaded, bring your arms up under the bar while keeping the elbows high and the upper arm slightly above parallel to the floor. Rest the bar on top of the deltoids and cross your arms while grasping the bar for total control. Lift the bar off the rack by first pushing with your legs and at the same time straightening your torso. Step away from the rack and position your legs using a shoulder width medium stance with the toes slightly pointed out. Keep your head up at all times as looking down will get you off balance and also maintain a straight back. This will be your starting position. (Note: For the purposes of this discussion we will use the medium stance described above which targets overall development; however you can choose any of the three stances described in the foot positioning section). Begin to slowly lower the bar by bending the knees as you maintain a straight posture with the head up. Continue down until the angle between the upper leg and the calves becomes slightly less than 90-degrees (which is the point in which the upper legs are below parallel to the floor). Inhale as you perform this portion of the movement. Tip: If you performed the exercise correctly, the front of the knees should make an imaginary straight line with the toes that is perpendicular to the front. If your knees are past that imaginary line (if they are past your toes) then you are placing undue stress on the knee and the exercise has been performed incorrectly. Begin to raise the bar as you exhale by pushing the floor mainly with the middle of your foot as you straighten the legs again and go back to the starting position. Repeat for the recommended amount of repetitions."
87,Seated triceps press,Triceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-54e-seated-triceps-press-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-54e-seated-triceps-press-m2-16x9.jpg,"Sit down on a bench with back support and grasp a dumbbell with both hands and hold it overhead at arm's length. Tip: a better way is to have somebody hand it to you especially if it is very heavy. The resistance should be resting in the palms of your hands with your thumbs around it. The palm of the hand should be facing inward. This will be your starting position. Keeping your upper arms close to your head (elbows in) and perpendicular to the floor, lower the resistance in a semi-circular motion behind your head until your forearms touch your biceps. Tip: The upper arms should remain stationary and only the forearms should move. Breathe in as you perform this step. Go back to the starting position by using the triceps to raise the dumbbell. Breathe out as you perform this step. Repeat for the recommended amount of repetitions."
88,Pull-up,Lats,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-92c-pull-up-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-92c-pull-up-m2-16x9.jpg,"Take a wide grip on a pull-up bar, hanging freely with your arms extended. This will be your starting position. Pull yourself up by flexing the elbows and adducting the glenohumeral joint. Do not swing or use momentum to complete the movement. Attempt to get your chin above your hands. Pause at the top of the motion before lowering yourself to the starting position."
89,Wide-grip bench press,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-84e-wide-grip-bench-press-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-84e-wide-grip-bench-press-m2-16x9.jpg,"Lie back on a flat bench with feet firm on the floor. Using a wide, pronated (palms forward) grip that is around 3 inches away from shoulder width (for each hand), lift the bar from the rack and hold it straight over you with your arms locked. The bar will be perpendicular to the torso and the floor. This will be your starting position. As you breathe in, come down slowly until you feel the bar on your middle chest. After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your chest muscles. Lock your arms and squeeze your chest in the contracted position, hold for a second and then start coming down slowly again. Tip: It should take at least twice as long to go down than to come up. Repeat the movement for the prescribed amount of repetitions."
90,Muscle Up,Lats,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1501/Male/l/1501_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1501/Male/l/1501_2.jpg,"Grip the rings using a false grip, with the base of your palms on top of the rings. Initiate a pull up by pulling the elbows down to your side, flexing the elbows. As you reach the top position of the pull-up, pull the rings to your armpits as you roll your shoulders forward, allowing your elbows to move straight back behind you. This puts you into the proper position to continue into the dip portion of the movement. Maintaining control and stability, extend through the elbow to complete the motion. Use care when lowering yourself to the ground."
91,Wide-Grip Decline Barbell Bench Press,Chest,https://www.bodybuilding.com/exercises/exerciseImages/sequences/35/Male/l/35_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/35/Male/l/35_2.jpg,"Lie back on a decline bench with the feet securely locked at the front of the bench. Using a wide, pronated (palms forward) grip that is around 3 inches away from shoulder width (for each hand), lift the bar from the rack and hold it straight over you with your arms locked. The bar will be perpendicular to the torso and the floor. This will be your starting position. As you breathe in, come down slowly until you feel the bar on your lower chest. After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your chest muscles. Lock your arms and squeeze your chest in the contracted position, hold for a second and then start coming down slowly again. Tip: It should take at least twice as long to go down than to come up. Repeat the movement for the prescribed amount of repetitions."
92,Front Plate Raise,Shoulders,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-42s-plate-front-raise-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-42s-plate-front-raise-m2-16x9.jpg,"While standing straight, hold a barbell plate in both hands at the 3 and 9 o'clock positions. Your palms should be facing each other and your arms should be extended and locked with a slight bend at the elbows and the plate should be down near your waist in front of you as far as you can go. Tip: The arms will remain in this position throughout the exercise. This will be your starting position. Slowly raise the plate as you exhale until it is a little above shoulder level. Hold the contraction for a second. Tip: make sure that you do not swing the weight or bend at the elbows. Your torso should remain stationary throughout the movement as well. As you inhale, slowly lower the plate back down to the starting position. Repeat for the recommended amount of repetitions."
93,Decline Close-Grip Bench To Skull Crusher,Triceps,https://www.bodybuilding.com/exercises/exerciseImages/sequences/288/Male/l/288_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/288/Male/l/288_2.jpg,"Secure your legs at the end of the decline bench and slowly lay down on the bench. Using a close grip (a grip that is slightly less than shoulder width), lift the bar from the rack and hold it straight over you with your arms locked and elbows in. The arms should be perpendicular to the floor. This will be your starting position. Tip: In order to protect your rotator cuff, it is best if you have a spotter help you lift the barbell off the rack. Now lower the bar down to your lower chest as you breathe in. Keep the elbows in as you perform this movement. Using the triceps to push the bar back up, press it back to the starting position as you exhale. As you breathe in and you keep the upper arms stationary, bring the bar down slowly by moving your forearms in a semicircular motion towards you until you feel the bar slightly touch your forehead. Breathe in as you perform this portion of the movement. Lift the bar back to the starting position by contracting the triceps and exhaling. Repeat steps 3-6 until the recommended amount of repetitions is performed."
94,Cross-body hammer curl,Biceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-4d-cross-body-hammer-curl-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-4d-cross-body-hammer-curl-m2-16x9.jpg,"Stand up straight with a dumbbell in each hand. Your hands should be down at your side with your palms facing in. While keeping your palms facing in and without twisting your arm, curl the dumbbell of the right arm up towards your left shoulder as you exhale. Touch the top of the dumbbell to your shoulder and hold the contraction for a second. Slowly lower the dumbbell along the same path as you inhale and then repeat the same movement for the left arm. Continue alternating in this fashion until the recommended amount of repetitions is performed for each arm."
95,Ab Roller,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-2s-ab-wheel-roll-out-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-2s-ab-wheel-roll-out-m2-16x9.jpg,"Hold the Ab Roller with both hands and kneel on the floor. Now place the ab roller on the floor in front of you so that you are on all your hands and knees (as in a kneeling push up position). This will be your starting position. Slowly roll the ab roller straight forward, stretching your body into a straight position. Tip: Go down as far as you can without touching the floor with your body. Breathe in during this portion of the movement. After a pause at the stretched position, start pulling yourself back to the starting position as you breathe out. Tip: Go slowly and keep your abs tight at all times."
96,Reverse-grip incline dumbbell bench press,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-4n-reverse-grip-incline-dumbbell-bench-press-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-4n-reverse-grip-incline-dumbbell-bench-press-m2-16x9.jpg,"Lay on an incline bench holding a dumbbell in each hand. Begin with your arms extended above your torso with a supinated grip. Your back should be arched, feet driving through the ground, and lats tight. This will be your starting position. Lower the weights to your chest by flexing the elbows. After a brief pause, return the weights to the starting position by extending the elbows"
97,Stiff-Legged Dumbbell Deadlift,Hamstrings,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-9d-dumbbell-stiff-legged-deadlift-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-9d-dumbbell-stiff-legged-deadlift-m2-16x9.jpg,"Grasp a couple of dumbbells holding them by your side at arm's length. Stand with your torso straight and your legs spaced using a shoulder width or narrower stance. The knees should be slightly bent. This is your starting position. Keeping the knees stationary, lower the dumbbells to over the top of your feet by bending at the waist while keeping your back straight. Keep moving forward as if you were going to pick something from the floor until you feel a stretch on the hamstrings. Exhale as you perform this movement Start bringing your torso up straight again by extending your hips and waist until you are back at the starting position. Inhale as you perform this movement. Repeat for the recommended amount of repetitions."
98,Barbell Incline Bench Press Medium-Grip,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-42n-incline-bench-press-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-42n-incline-bench-press-m2-16x9.jpg,"Load the bar to an appropriate weight for your training. Lay on the bench with your feet flat on the ground, driving through to your hips. Your back should be arched, and your shoulder blades retracted. Take a medium, pronated grip covering the rings on the bar. Remove the bar from the rack, holding the weight above your chest with your arms extended. This will be your starting position. Lower the bar to the sternum by flexing the elbows. Maintain control and do not bounce the bar off of your chest. Your lats should stay tight and elbows slightly drawn in. After touching your torso with the bar, extend the elbows to return the bar to the starting position."
99,Incline Dumbbell Flyes,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-8n-incline-dumbbell-chest-fly-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-8n-incline-dumbbell-chest-fly-m3-16x9.jpg,"Hold a dumbbell on each hand and lie on an incline bench that is set to an incline angle of no more than 30 degrees. Extend your arms above you with a slight bend at the elbows. Now rotate the wrists so that the palms of your hands are facing you. Tip: The pinky fingers should be next to each other. This will be your starting position. As you breathe in, start to slowly lower the arms to the side while keeping the arms extended and while rotating the wrists until the palms of the hand are facing each other. Tip: At the end of the movement the arms will be by your side with the palms facing the ceiling. As you exhale start to bring the dumbbells back up to the starting position by reversing the motion and rotating the hands so that the pinky fingers are next to each other again. Tip: Keep in mind that the movement will only happen at the shoulder joint and at the wrist. There is no motion that happens at the elbow joint. Repeat for the recommended amount of repetitions."
100,Tricep Dumbbell Kickback,Triceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-76d-single-arm-triceps-kick-back-m2-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-76d-single-arm-triceps-kick-back-m3-16x9.jpg,"Start with a dumbbell in each hand and your palms facing your torso. Keep your back straight with a slight bend in the knees and bend forward at the waist. Your torso should be almost parallel to the floor. Make sure to keep your head up. Your upper arms should be close to your torso and parallel to the floor. Your forearms should be pointed towards the floor as you hold the weights. There should be a 90-degree angle formed between your forearm and upper arm. This is your starting position. Now, while keeping your upper arms stationary, exhale and use your triceps to lift the weights until the arm is fully extended. Focus on moving the forearm. After a brief pause at the top contraction, inhale and slowly lower the dumbbells back down to the starting position. Repeat the movement for the prescribed amount of repetitions."
101,Otis-Up,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-59s-otis-up-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-59s-otis-up-m2-16x9.jpg,"Secure your feet and lay back on the floor. Your knees should be bent. Hold a weight with both hands to your chest. This will be your starting position. Initiate the movement by flexing the hips and spine to raise your torso up from the ground. As you move up, press the weight up so that it is above your head at the top of the movement. Return the weight to your chest as you reverse the sit-up motion, ensuring not to go all the way down to the floor."
102,Mountain climber,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-201a-mountain-climber-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-201a-mountain-climber-m3-16x9.jpg,"Begin in a pushup position, with your weight supported by your hands and toes. Flexing the knee and hip, bring one leg until the knee is approximately under the hip. This will be your starting position. Explosively reverse the positions of your legs, extending the bent leg until the leg is straight and supported by the toe, and bringing the other foot up with the hip and knee flexed. Repeat in an alternating fashion for 20-30 seconds."
103,Ab bicycle,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-73a-ab-cycle-m2-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-73a-ab-cycle-m3-16x9.jpg,"Lie flat on the floor with your lower back pressed to the ground. For this exercise, you will need to put your hands beside your head. Be careful however to not strain with the neck as you perform it. Now lift your shoulders into the crunch position. Bring knees up to where they are perpendicular to the floor, with your lower legs parallel to the floor. This will be your starting position. Now simultaneously, slowly go through a cycle pedal motion kicking forward with the right leg and bringing in the knee of the left leg. Bring your right elbow close to your left knee by crunching to the side, as you breathe out. Go back to the initial position as you breathe in. Crunch to the opposite side as you cycle your legs and bring closer your left elbow to your right knee and exhale. Continue alternating in this manner until all of the recommended repetitions for each side have been completed."
104,Barbell forward lunge,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-43b-barbell-forward-lunge-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-43b-barbell-forward-lunge-m2-16x9.jpg,"This exercise is best performed inside a squat rack for safety purposes. To begin, first set the bar on a rack just below shoulder level. Once the correct height is chosen and the bar is loaded, step under the bar and place the back of your shoulders (slightly below the neck) across it. Hold on to the bar using both arms at each side and lift it off the rack by first pushing with your legs and at the same time straightening your torso. Step away from the rack and step forward with your right leg and squat down through your hips, while keeping the torso upright and maintaining balance. Inhale as you go down. Note: Do not allow your knee to go forward beyond your toes as you come down, as this will put undue stress on the knee joint. li> Using mainly the heel of your foot, push up and go back to the starting position as you exhale. Repeat the movement for the recommended amount of repetitions and then perform with the left leg."
105,3/4 sit-up,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-149a-34-sit-up-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-149a-34-sit-up-m3-16x9.jpg,"Lie down on the floor and secure your feet. Your legs should be bent at the knees. Place your hands behind or to the side of your head. You will begin with your back on the ground. This will be your starting position. Flex your hips and spine to raise your torso toward your knees. At the top of the contraction your torso should be perpendicular to the ground. Reverse the motion, going only Â¾ of the way down. Repeat for the recommended amount of repetitions."
106,Glute bridge,Glutes,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-59a-glute-bridge-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-59a-glute-bridge-m2-16x9.jpg,"Lie flat on the floor on your back with the hands by your side and your knees bent. Your feet should be placed around shoulder width. This will be your starting position. Pushing mainly with your heels, lift your hips off the floor while keeping your back straight. Breathe out as you perform this part of the motion and hold at the top for a second. Slowly go back to the starting position as you breathe in."
107,Incline dumbbell row,Middle Back,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-16n-incline-dumbbell-row-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-16n-incline-dumbbell-row-m2-16x9.jpg,"Using a neutral grip, lean into an incline bench. Take a dumbbell in each hand with a neutral grip, beginning with the arms straight. This will be your starting position. Retract the shoulder blades and flex the elbows to row the dumbbells to your side. Pause at the top of the motion, and then return to the starting position."
108,Dumbbell Lunges,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-128d-3d-dumbbell-lunge-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-128d-3d-dumbbell-lunge-m5-16x9.jpg,"Stand with your torso upright holding two dumbbells in your hands by your sides. This will be your starting position. Step forward with your right leg around 2 feet or so from the foot being left stationary behind and lower your upper body down, while keeping the torso upright and maintaining balance. Inhale as you go down. Note: As in the other exercises, do not allow your knee to go forward beyond your toes as you come down, as this will put undue stress on the knee joint. Make sure that you keep your front shin perpendicular to the ground. Using mainly the heel of your foot, push up and go back to the starting position as you exhale. Repeat the movement for the recommended amount of repetitions and then perform with the left leg."
109,Single-arm standing shoulder press,Shoulders,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-107d-single-arm-standing-shoulder-press-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-107d-single-arm-standing-shoulder-press-m2-16x9.jpg,"Grab a dumbbell and either sit on a military press bench or a utility bench that has a back support on it as you place the dumbbells upright on top of your thighs or stand up straight. Clean the dumbbell up to bring it to shoulder height. The other hand can be kept fully extended to the side, by the waist or grabbing a fixed surface. Rotate the wrist so that the palm of your hand is facing forward. This is your starting position. As you exhale, push the dumbbell up until your arm is fully extended. After a second pause, slowly come down back to the starting position as you inhale. Repeat for the recommended amount of repetitions and then switch arms."
110,Reverse crunch,Abdominals,https://www.bodybuilding.com/images/2020/xdb/originals/2019-xdb-263a-reverse-crunch-m1.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/2019-xdb-263a-reverse-crunch-m2.jpg,"Lie down on the floor with your legs fully extended and arms to the side of your torso with the palms on the floor. Your arms should be stationary for the entire exercise. Move your legs up so that your thighs are perpendicular to the floor and feet are together and parallel to the floor. This is the starting position. While inhaling, move your legs towards the torso as you roll your pelvis backwards and you raise your hips off the floor. At the end of this movement your knees will be touching your chest. Hold the contraction for a second and move your legs back to the starting position while exhaling. Repeat for the recommended amount of repetitions."
111,Standing Dumbbell Triceps Extension,Triceps,https://www.bodybuilding.com/images/2020/june/345_1l.jpg,https://www.bodybuilding.com/images/2020/june/345_2l.jpg,
112,Bodyweight squat,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-27a-bodyweight-squat-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-27a-bodyweight-squat-m2-16x9.jpg,"Stand with your feet shoulder width apart. You can place your hands behind your head. This will be your starting position. Begin the movement by flexing your knees and hips, sitting back with your hips. Continue down to full depth if you are able,and quickly reverse the motion until you return to the starting position. As you squat, keep your head and chest up and push your knees out."
113,Bent Over Two-Dumbbell Row With Palms In,Middle Back,https://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/l/17_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/l/17_2.jpg,"With a dumbbell in each hand (palms facing each other), bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor. Tip: Make sure that you keep the head up. The weights should hang directly in front of you as your arms hang perpendicular to the floor and your torso. This is your starting position. While keeping the torso stationary, lift the dumbbells to your side as you breathe out, squeezing your shoulder blades together. On the top contracted position, squeeze the back muscles and hold for a second. Slowly lower the weight again to the starting position as you inhale. Repeat for the recommended amount of repetitions."
114,Single-leg glute bridge,Glutes,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-61a-single-leg-glute-bridge-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-61a-single-leg-glute-bridge-m3-16x9.jpg,"Lay on the floor with your feet flat and knees bent. Raise one leg off of the ground, pulling the knee to your chest. This will be your starting position. Execute the movement by driving through the heel, extending your hip upward and raising your glutes off of the ground. Extend as far as possible, pause and then return to the starting position."
115,Barbell Curls Lying Against An Incline,Biceps,https://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/l/300_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/l/300_2.jpg,"Lie against an incline bench, with your arms holding a barbell and hanging down in a horizontal line. This will be your starting position. While keeping the upper arms stationary, curl the weight up as high as you can while squeezing the biceps. Breathe out as you perform this portion of the movement. Tip: Only the forearms should move. Do not swing the arms. After a second contraction, slowly go back to the starting position as you inhale. Tip: Make sure that you go all of the way down. Repeat for the recommended amount of repetitions."
116,Standing Hip Circles,Abductors,https://www.bodybuilding.com/exercises/exerciseImages/sequences/873/Male/l/873_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/873/Male/l/873_2.jpg,"Begin standing on one leg, holding to a vertical support. Raise the unsupported knee to 90 degrees. This will be your starting position. Open the hip as far as possible, attempting to make a big circle with your knee. Perform this movement slowly for a number of repetitions, and repeat on the other side."
117,Seated Close-Grip Concentration Barbell Curl,Biceps,https://www.bodybuilding.com/exercises/exerciseImages/sequences/309/Male/l/309_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/309/Male/l/309_2.jpg,"Sit down on a flat bench with a barbell or E-Z Bar in front of you in between your legs. Your legs should be spread with the knees bent and the feet on the floor. Use your arms to pick the barbell up and place the back of your upper arms on top of your inner thighs (around three and a half inches away from the front of the knee). A supinated grip closer than shoulder width is needed to perform this exercise. Tip: Your arm should be extended at arms length and the barbell should be above the floor. This will be your starting position. While holding the upper arms stationary, curl the weights forward while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position for a second as you squeeze the biceps. Slowly begin to bring the barbell back to starting position as your breathe in. Tip: Avoid swinging motions at any time. Repeat for the recommended amount of repetitions."
118,Incline Push-Up,Chest,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-18e-hands-elevated-push-up-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-18e-hands-elevated-push-up-m2-16x9.jpg,"Stand facing bench or sturdy elevated platform. Place hands on edge of bench or platform, slightly wider than shoulder width. Position forefoot back from bench or platform with arms and body straight. Arms should be perpendicular to body. Keeping body straight, lower chest to edge of box or platform by bending arms. Push body up until arms are extended. Repeat."
119,Dumbbell front raise,Shoulders,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-13d-dumbbell-front-raise-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-13d-dumbbell-front-raise-m2-16x9.jpg,"Pick a couple of dumbbells and stand with a straight torso and the dumbbells on front of your thighs at arms length with the palms of the hand facing your thighs. This will be your starting position. While maintaining the torso stationary (no swinging), lift the dumbbells to the front with a slight bend on the elbow and the palms of the hands always facing down. Continue to go up until you arms are slightly above parallel to the floor. Exhale as you execute this portion of the movement and pause for a second at the top. As you inhale, lower the dumbbells back down slowly to the starting position. Repeat for the recommended amount of repetitions."
120,Groiners,Adductors,https://www.bodybuilding.com/exercises/exerciseImages/sequences/592/Male/l/592_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/592/Male/l/592_2.jpg,"Begin in a pushup position on the floor. This will be your starting position. Using both legs, jump forward landing with your feet next to your hands. Keep your head up as you do so. Return to the starting position and immediately repeat the movement, continuing for 10-20 repetitions."
121,Neck Press,Chest,https://www.bodybuilding.com/exercises/exerciseImages/sequences/274/Male/l/274_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/274/Male/l/274_2.jpg,"Lie back on a flat bench. Using a medium-width grip (a grip that creates a 90-degree angle in the middle of the movement between the forearms and the upper arms), lift the bar from the rack and hold it straight over your neck with your arms locked. This will be your starting position. As you breathe in, come down slowly until you feel the bar on your neck. After a second pause, bring the bar back to the starting position as you breathe out and push the bar using your chest muscles. Lock your arms and squeeze your chest in the contracted position, hold for a second and then start coming down slowly again. Tip: It should take at least twice as long to go down than to come up). Repeat the movement for the prescribed amount of repetitions. When you are done, place the bar back in the rack."
122,Broad jump,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-44a-broad-jump-m2-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-44a-broad-jump-m6-16x9.jpg,"This drill is best done in sand or other soft landing surface. Ensure that you are able to measure distance. Stand in a partial squat stance with feet shoulder width apart. Utilizing a big arm swing and a countermovement of the legs, jump forward as far as you can. Attempt to land with your feet out in front you, reaching as far as possible with your legs. Measure the distance from your landing point to the starting point and track results."
123,Burpee,Quadriceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-38a-burpee-m1-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-38a-burpee-m4-16x9.jpg,"Begin standing with your legs shoulder-width apart. Place your hands on the floor and kick your legs back so you end up with your stomach and thighs on the floor. Your elbows should be bent. From this position, press up like you're doing a push-up and push your hips up. Jump your feet under your hips and stand. Finish the movement by jumping in the air and bringing your hands over your head. Repeat."
124,Double-arm triceps kick-back,Triceps,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-75d-double-arm-triceps-kick-back-m2-16x9.jpg,https://www.bodybuilding.com/images/2020/xdb/originals/xdb-75d-double-arm-triceps-kick-back-m3-16x9.jpg,"With a dumbbell in each hand and the palms facing your torso, bend your knees slightly and bring your torso forward, by bending at the waist, while keeping the back straight until it is almost parallel to the floor. Make sure that you keep the head up. The upper arms should be close to the torso and parallel to the floor while the forearms are pointing towards the floor as the hands hold the weights. Tip: There should be a 90-degree angle between the forearms and the upper arm. This is your starting position. Keeping the upper arms stationary, use the triceps to lift the weights as you exhale until the forearms are parallel to the floor and the whole arms are extended. Like many other arm exercises, only the forearm moves. After a second contraction at the top, slowly lower the dumbbells back to their starting position as you inhale. Repeat the movement for the prescribed amount of repetitions."
